-156.0, -299.0
-95.0, -276.0
-196.0, -209.0
-96.0, -183.0
-91.0, -121.0
-204.0, -168.0
-198.0, -79.0
-22.0, -18.0
26.0, -58.0
-270.0, 14.0
-146.0, 26.0
52.0, 43.0
101.0, 26.0
-235.0, 118.0
-73.0, 130.0
51.0, 82.0
116.0, 139.0
188.0, 112.0
235.0, 158.0
272.0, 114.0
260.0, 79.0
242.0, 41.0
180.0, 49.0
178.0, 93.0
-105.0, 147.0
-139.0, 171.0
-165.0, 210.0
-122.0, 241.0
-80.0, 201.0
-164.0, 305.0
